data,produto,categoria,loja,cidade,preco,quantidade,desconto,cliente
2023-11-19,Leite,Laticínios,Loja C,Curitiba,18.62,7,0.21,Gabriel Caldeira
2023-12-10,Queijo,Laticínios,Loja A,Belo Horizonte,29.69,3,0.24,Sra. Elisa Jesus
2023-12-24,Leite,Laticínios,Loja A,Belo Horizonte,17.59,15,0.14,Guilherme Silveira
2023-04-25,Detergente,Limpeza,Loja C,Curitiba,21.43,11,0.24,Thales Costa
2023-06-16,Leite,Laticínios,Loja D,São Paulo,6.07,4,0.11,Danilo Rezende
2023-08-25,Detergente,Limpeza,Loja C,Curitiba,31.41,5,0.15,Alícia Costela
2023-07-27,Feijão,Alimentos,Loja C,São Paulo,40.24,18,0.14,Ryan Vieira
2023-10-30,Papel Higiênico,Higiene,Loja B,Rio de Janeiro,28.75,16,0.12,Lívia Freitas
2023-06-24,Sabonete,Higiene,Loja D,Belo Horizonte,29.66,11,0.16,Srta. Julia Farias
2023-05-01,Detergente,Limpeza,Loja A,Belo Horizonte,8.37,20,0.14,Olivia Oliveira
2023-10-12,Feijão,Alimentos,Loja D,Rio de Janeiro,17.48,13,0.02,Raul da Mota
2023-02-25,Macarrão,Alimentos,Loja D,Curitiba,26.23,2,0.03,Davi Azevedo
2023-03-13,Macarrão,Alimentos,Loja A,Rio de Janeiro,34.06,15,0.16,João Gabriel Gomes
2023-07-19,Macarrão,Alimentos,Loja D,Rio de Janeiro,12.67,11,0.09,Bruna Novaes
2023-12-14,Café,Bebidas,Loja D,Curitiba,49.54,19,0.0,Beatriz Castro
2023-09-19,Papel Higiênico,Higiene,Loja B,Curitiba,5.93,18,0.29,Gabrielly Caldeira
2023-01-01,Queijo,Laticínios,Loja C,São Paulo,43.48,1,0.07,Luiz Henrique Jesus
2023-12-26,Macarrão,Alimentos,Loja D,Curitiba,36.45,13,0.11,Leandro Peixoto
2023-10-07,Sabonete,Higiene,Loja B,Belo Horizonte,9.54,18,0.12,Srta. Stephany Aragão
2023-07-04,Papel Higiênico,Higiene,Loja B,Curitiba,49.88,5,0.04,Ana Laura Mendes
2023-02-06,Arroz,Alimentos,Loja B,Belo Horizonte,33.92,5,0.03,Emilly Fogaça
2023-11-25,Papel Higiênico,Higiene,Loja D,Belo Horizonte,32.29,15,0.15,Davi Luiz Santos
2023-10-10,Leite,Laticínios,Loja D,Curitiba,13.61,14,0.18,Julia Rocha
2023-10-23,Leite,Laticínios,Loja B,Curitiba,22.31,18,0.17,Enzo Fernandes
2023-01-18,Arroz,Alimentos,Loja D,Curitiba,8.32,16,0.29,Lucas Mendes
2023-02-10,Detergente,Limpeza,Loja C,Belo Horizonte,27.3,17,0.27,Nina Teixeira
2023-02-15,Sabonete,Higiene,Loja D,São Paulo,35.15,18,0.24,Agatha Aragão
2023-06-09,Macarrão,Alimentos,Loja A,Curitiba,28.15,1,0.14,Stella da Costa
2023-09-20,Leite,Laticínios,Loja C,Belo Horizonte,19.59,10,0.09,Arthur Dias
2023-01-19,Macarrão,Alimentos,Loja C,Curitiba,5.89,16,0.17,Marcos Vinicius da Cruz
2023-10-21,Arroz,Alimentos,Loja C,São Paulo,16.48,3,0.04,Sr. Fernando da Paz
2023-02-09,Café,Bebidas,Loja C,Rio de Janeiro,31.94,9,0.26,João Miguel Mendes
2023-01-08,Feijão,Alimentos,Loja B,Rio de Janeiro,33.98,12,0.24,Giovanna Alves
2023-05-14,Sabonete,Higiene,Loja D,Rio de Janeiro,40.57,2,0.1,Marina Monteiro
2023-02-13,Detergente,Limpeza,Loja B,Belo Horizonte,38.38,14,0.23,Dr. Antônio Cardoso
2023-05-02,Leite,Laticínios,Loja B,Rio de Janeiro,30.15,12,0.02,Fernanda Melo
2023-05-16,Feijão,Alimentos,Loja A,Rio de Janeiro,24.81,16,0.09,Davi Luiz Dias
2023-09-30,Sabonete,Higiene,Loja D,Belo Horizonte,25.31,5,0.16,Sophia Cunha
2023-08-11,Arroz,Alimentos,Loja C,Belo Horizonte,20.95,11,0.29,Srta. Vitória Oliveira
2023-12-16,Arroz,Alimentos,Loja A,Curitiba,47.94,14,0.18,Elisa Santos
2023-11-30,Café,Bebidas,Loja C,Curitiba,15.55,4,0.08,Stephany Correia
2023-10-27,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,37.51,19,0.23,Caio Jesus
2023-09-24,Refrigerante,Bebidas,Loja B,Curitiba,28.74,1,0.25,Raquel Rocha
2023-01-07,Papel Higiênico,Higiene,Loja A,São Paulo,35.22,12,0.07,Danilo Costela
2023-05-26,Café,Bebidas,Loja B,São Paulo,4.11,3,0.02,Ana Vieira
2023-11-01,Sabonete,Higiene,Loja A,São Paulo,7.06,20,0.04,Srta. Melissa Souza
2023-12-03,Macarrão,Alimentos,Loja B,São Paulo,35.7,9,0.09,Julia Campos
2023-12-05,Feijão,Alimentos,Loja D,Curitiba,39.16,11,0.08,Arthur Oliveira
2023-02-07,Café,Bebidas,Loja A,Belo Horizonte,21.26,2,0.08,Renan das Neves
2023-05-16,Detergente,Limpeza,Loja D,São Paulo,26.11,7,0.18,Maria Cecília da Mota
2023-04-02,Leite,Laticínios,Loja A,Rio de Janeiro,28.41,14,0.07,Maria Alice Dias
2023-11-26,Feijão,Alimentos,Loja D,Curitiba,7.85,3,0.02,Cecília Cardoso
2023-05-09,Leite,Laticínios,Loja A,Belo Horizonte,10.0,1,0.28,Diego Cunha
2023-12-07,Papel Higiênico,Higiene,Loja C,Rio de Janeiro,35.9,13,0.17,Milena Martins
2023-09-21,Leite,Laticínios,Loja D,Belo Horizonte,21.98,3,0.16,Joaquim Souza
2023-01-02,Papel Higiênico,Higiene,Loja D,São Paulo,29.66,12,0.1,Ana Beatriz Aragão
2023-06-05,Papel Higiênico,Higiene,Loja A,São Paulo,20.17,11,0.02,Guilherme Nascimento
2023-08-24,Café,Bebidas,Loja B,Rio de Janeiro,29.06,13,0.2,João Moraes
2023-06-03,Papel Higiênico,Higiene,Loja A,Curitiba,25.87,15,0.22,Clara Rocha
2023-03-13,Arroz,Alimentos,Loja B,São Paulo,36.83,19,0.07,Gustavo Cardoso
2023-07-19,Feijão,Alimentos,Loja C,Belo Horizonte,28.1,15,0.29,Pedro Lucas Martins
2023-01-09,Arroz,Alimentos,Loja C,São Paulo,18.87,2,0.12,Enrico Peixoto
2023-04-19,Queijo,Laticínios,Loja D,Rio de Janeiro,37.83,8,0.28,Enzo Gabriel da Mota
2023-01-19,Detergente,Limpeza,Loja D,São Paulo,25.15,20,0.01,Dra. Mariana Rezende
2023-12-26,Detergente,Limpeza,Loja A,Rio de Janeiro,32.74,10,0.25,Pedro Henrique Fernandes
2023-02-19,Leite,Laticínios,Loja B,São Paulo,41.44,4,0.03,Gabriel Souza
2023-11-01,Macarrão,Alimentos,Loja B,São Paulo,40.81,14,0.1,Vicente Pinto
2023-12-14,Papel Higiênico,Higiene,Loja C,São Paulo,48.87,19,0.16,Theo Silveira
2023-06-14,Sabonete,Higiene,Loja A,Rio de Janeiro,18.77,4,0.08,Erick Peixoto
2023-08-01,Detergente,Limpeza,Loja C,Rio de Janeiro,23.62,19,0.01,Nicolas da Costa
2023-02-21,Macarrão,Alimentos,Loja D,Rio de Janeiro,3.73,16,0.02,Nathan Pereira
2023-01-04,Detergente,Limpeza,Loja A,Curitiba,22.56,16,0.21,Maria Sophia da Mota
2023-04-16,Detergente,Limpeza,Loja C,Belo Horizonte,22.37,6,0.18,Cecília Martins
2023-01-20,Macarrão,Alimentos,Loja B,Belo Horizonte,31.77,3,0.19,Sr. Gustavo Oliveira
2023-06-04,Refrigerante,Bebidas,Loja D,São Paulo,29.21,7,0.04,Marcos Vinicius Lima
2023-09-29,Feijão,Alimentos,Loja C,Rio de Janeiro,24.82,7,0.08,Davi Lucca Barbosa
2023-04-10,Feijão,Alimentos,Loja B,Belo Horizonte,26.38,6,0.2,Nathan Lima
2023-01-23,Arroz,Alimentos,Loja C,Curitiba,12.85,9,0.1,Lucas Gabriel Gomes
2023-08-21,Arroz,Alimentos,Loja A,São Paulo,46.47,6,0.05,Miguel Pereira
2023-01-15,Leite,Laticínios,Loja A,São Paulo,45.07,15,0.18,Rafaela Pires
2023-06-16,Papel Higiênico,Higiene,Loja B,Curitiba,13.81,4,0.1,Ian Cardoso
2023-02-20,Sabonete,Higiene,Loja D,Rio de Janeiro,20.65,8,0.02,Luiz Gustavo Silva
2023-10-27,Leite,Laticínios,Loja A,Belo Horizonte,9.81,20,0.14,Emanuella Costa
2023-07-18,Refrigerante,Bebidas,Loja B,Belo Horizonte,36.83,12,0.29,Emilly Moreira
2023-04-14,Refrigerante,Bebidas,Loja B,São Paulo,35.53,2,0.08,Augusto Fogaça
2023-02-26,Leite,Laticínios,Loja D,Belo Horizonte,11.05,11,0.07,Pedro Lucas da Cunha
2023-06-01,Macarrão,Alimentos,Loja B,Rio de Janeiro,30.17,18,0.26,Luiz Miguel da Conceição
2023-02-14,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,30.8,15,0.08,Sr. Vicente Fogaça
2023-08-08,Sabonete,Higiene,Loja B,Curitiba,23.41,8,0.27,Ana Julia Sales
2023-10-30,Detergente,Limpeza,Loja A,Belo Horizonte,49.07,2,0.3,Elisa Caldeira
2023-09-16,Arroz,Alimentos,Loja D,Belo Horizonte,25.53,4,0.14,Carlos Eduardo Farias
2023-05-04,Feijão,Alimentos,Loja A,Belo Horizonte,47.65,5,0.11,Isis Pinto
2023-05-03,Feijão,Alimentos,Loja A,Belo Horizonte,34.44,6,0.21,Thomas Nascimento
2023-10-20,Macarrão,Alimentos,Loja A,Belo Horizonte,24.8,5,0.26,Maria Fernanda Castro
2023-07-27,Detergente,Limpeza,Loja C,Belo Horizonte,36.08,1,0.26,Dr. Miguel Monteiro
2023-02-06,Papel Higiênico,Higiene,Loja C,São Paulo,16.94,9,0.21,Sra. Melissa da Mata
2023-11-10,Queijo,Laticínios,Loja B,São Paulo,32.16,11,0.22,Dra. Melissa Moura
2023-01-29,Queijo,Laticínios,Loja C,São Paulo,8.22,12,0.14,Dr. Luiz Gustavo Castro
2023-01-21,Refrigerante,Bebidas,Loja C,Rio de Janeiro,33.46,3,0.17,Dra. Ana Sophia Nascimento
2023-04-15,Detergente,Limpeza,Loja C,Rio de Janeiro,28.36,16,0.22,Dra. Maria Azevedo
2023-10-25,Sabonete,Higiene,Loja B,Curitiba,19.58,9,0.15,Dra. Camila Santos
2023-08-05,Café,Bebidas,Loja A,São Paulo,20.52,15,0.15,Joana Mendes
2023-09-27,Feijão,Alimentos,Loja D,Curitiba,24.24,12,0.24,Pedro Henrique Silveira
2023-12-21,Feijão,Alimentos,Loja B,Belo Horizonte,7.1,13,0.27,Theo Castro
2023-05-28,Feijão,Alimentos,Loja A,Rio de Janeiro,15.97,5,0.15,Thomas Melo
2023-04-15,Queijo,Laticínios,Loja A,Curitiba,22.58,18,0.28,Marcelo Viana
2023-08-31,Refrigerante,Bebidas,Loja D,Belo Horizonte,37.67,1,0.09,Clarice Rodrigues
2023-02-02,Arroz,Alimentos,Loja B,Curitiba,22.35,11,0.2,Marcela Vieira
2023-06-17,Leite,Laticínios,Loja D,Belo Horizonte,17.29,5,0.27,Renan Caldeira
2023-06-06,Detergente,Limpeza,Loja C,Rio de Janeiro,25.76,10,0.23,Paulo Melo
2023-01-25,Detergente,Limpeza,Loja C,Curitiba,24.43,6,0.19,Sr. Ryan Viana
2023-03-24,Queijo,Laticínios,Loja C,Rio de Janeiro,48.74,5,0.05,Sra. Natália Moura
2023-03-01,Arroz,Alimentos,Loja C,Rio de Janeiro,23.72,12,0.06,Dr. João Nascimento
2023-10-15,Arroz,Alimentos,Loja C,Curitiba,9.95,15,0.16,Dra. Isadora Ribeiro
2023-03-25,Queijo,Laticínios,Loja C,São Paulo,46.26,13,0.28,Igor Teixeira
2023-03-16,Leite,Laticínios,Loja C,Rio de Janeiro,3.2,18,0.29,Vitor Hugo Santos
2023-06-19,Café,Bebidas,Loja D,Curitiba,48.57,19,0.2,Sra. Nicole Nunes
2023-10-17,Leite,Laticínios,Loja C,São Paulo,37.39,2,0.04,Sr. Ian Monteiro
2023-10-10,Feijão,Alimentos,Loja C,São Paulo,21.88,8,0.13,Srta. Kamilly da Costa
2023-02-17,Refrigerante,Bebidas,Loja A,Rio de Janeiro,30.42,8,0.23,Bruna da Rosa
2023-05-23,Sabonete,Higiene,Loja A,São Paulo,28.31,15,0.2,Melissa Martins
2023-02-14,Queijo,Laticínios,Loja D,Rio de Janeiro,26.05,20,0.18,Isaac Almeida
2023-01-29,Refrigerante,Bebidas,Loja D,Rio de Janeiro,36.65,14,0.11,João Gabriel da Costa
2023-07-10,Arroz,Alimentos,Loja C,Curitiba,19.51,15,0.26,Daniela Barbosa
2023-02-14,Sabonete,Higiene,Loja D,Belo Horizonte,40.77,10,0.05,Giovanna Barros
2023-08-06,Papel Higiênico,Higiene,Loja B,São Paulo,9.75,10,0.14,Murilo Porto
2023-09-26,Refrigerante,Bebidas,Loja A,Belo Horizonte,7.16,14,0.19,Dr. João Lucas Freitas
2023-05-20,Papel Higiênico,Higiene,Loja B,Belo Horizonte,36.38,5,0.06,Ana Luiza Costela
2023-07-15,Café,Bebidas,Loja D,São Paulo,41.67,10,0.25,Ana Julia Caldeira
2023-06-05,Leite,Laticínios,Loja D,Rio de Janeiro,4.26,1,0.05,Sabrina Moura
2023-06-03,Leite,Laticínios,Loja A,Curitiba,22.61,16,0.27,Gabriel Novaes
2023-11-27,Sabonete,Higiene,Loja A,São Paulo,38.94,16,0.3,Maria Fernanda Souza
2023-02-04,Macarrão,Alimentos,Loja C,Belo Horizonte,29.58,9,0.19,Gabriela Gonçalves
2023-09-01,Feijão,Alimentos,Loja C,São Paulo,42.73,6,0.17,Dra. Maria Julia Fernandes
2023-03-16,Refrigerante,Bebidas,Loja D,Rio de Janeiro,19.8,2,0.08,Murilo Novaes
2023-08-03,Refrigerante,Bebidas,Loja A,Curitiba,16.71,3,0.15,Fernanda Ribeiro
2023-11-18,Detergente,Limpeza,Loja A,Rio de Janeiro,28.55,11,0.25,Augusto Moreira
2023-12-17,Café,Bebidas,Loja C,Curitiba,7.5,19,0.11,Agatha Cavalcanti
2023-03-15,Arroz,Alimentos,Loja B,Curitiba,20.53,16,0.12,Sofia Lopes
2023-03-25,Feijão,Alimentos,Loja B,Rio de Janeiro,26.66,7,0.24,Dr. Rodrigo Porto
2023-10-14,Macarrão,Alimentos,Loja A,Belo Horizonte,24.64,3,0.03,Rebeca Almeida
2023-03-09,Arroz,Alimentos,Loja D,Curitiba,17.64,12,0.04,Vicente Pinto
2023-08-15,Macarrão,Alimentos,Loja C,Rio de Janeiro,36.37,1,0.22,Vinicius Araújo
2023-03-02,Sabonete,Higiene,Loja B,Rio de Janeiro,35.34,10,0.04,Marina Silveira
2023-03-08,Feijão,Alimentos,Loja D,São Paulo,6.65,16,0.23,Sophia Alves
2023-01-22,Sabonete,Higiene,Loja A,São Paulo,40.27,17,0.18,Daniela Silveira
2023-08-29,Feijão,Alimentos,Loja C,São Paulo,6.11,1,0.23,Bianca Campos
2023-03-05,Macarrão,Alimentos,Loja B,Rio de Janeiro,11.68,12,0.01,Marcela Ribeiro
2023-03-16,Café,Bebidas,Loja C,Curitiba,10.55,17,0.23,Dr. Rodrigo da Luz
2023-11-10,Sabonete,Higiene,Loja A,São Paulo,41.52,1,0.16,Dr. Erick Campos
2023-04-09,Café,Bebidas,Loja B,São Paulo,48.76,4,0.28,Francisco da Cruz
2023-09-16,Leite,Laticínios,Loja C,Rio de Janeiro,23.66,4,0.05,Bruna Mendes
2023-07-01,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,27.17,14,0.03,Dra. Maria Alice Freitas
2023-06-10,Feijão,Alimentos,Loja D,São Paulo,27.43,16,0.23,Marina Cavalcanti
2023-12-27,Café,Bebidas,Loja A,São Paulo,18.42,4,0.12,Melissa Oliveira
2023-08-22,Macarrão,Alimentos,Loja C,Belo Horizonte,13.62,14,0.09,Eloah Pereira
2023-08-08,Sabonete,Higiene,Loja A,Belo Horizonte,47.14,12,0.05,Maria Sophia Alves
2023-12-12,Leite,Laticínios,Loja A,Belo Horizonte,23.59,3,0.04,Felipe Correia
2023-07-22,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,6.04,7,0.1,Heitor Teixeira
2023-11-01,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,42.39,16,0.08,Ana Luiza Rezende
2023-10-25,Macarrão,Alimentos,Loja C,Belo Horizonte,19.74,20,0.29,Kaique Nunes
2023-09-06,Queijo,Laticínios,Loja C,Rio de Janeiro,39.1,4,0.04,João Miguel Caldeira
2023-09-08,Leite,Laticínios,Loja B,Rio de Janeiro,4.4,2,0.25,Otávio Ribeiro
2023-09-13,Arroz,Alimentos,Loja B,Belo Horizonte,31.42,11,0.05,Gustavo Henrique Novaes
2023-11-15,Macarrão,Alimentos,Loja A,São Paulo,34.07,17,0.23,Vitor Gabriel Moura
2023-08-27,Sabonete,Higiene,Loja C,Belo Horizonte,26.04,9,0.16,Pedro Miguel Pinto
2023-10-04,Queijo,Laticínios,Loja A,São Paulo,49.56,4,0.12,Srta. Vitória Ferreira
2023-06-11,Papel Higiênico,Higiene,Loja D,Belo Horizonte,4.69,6,0.17,Danilo Gomes
2023-06-05,Detergente,Limpeza,Loja D,Belo Horizonte,9.32,13,0.15,Raquel Teixeira
2023-02-26,Macarrão,Alimentos,Loja D,Belo Horizonte,25.37,6,0.15,Alícia Cardoso
2023-07-20,Café,Bebidas,Loja D,Belo Horizonte,32.0,12,0.23,Murilo Ribeiro
2023-05-26,Refrigerante,Bebidas,Loja A,São Paulo,30.75,5,0.25,Lucas Gabriel Pires
2023-06-28,Macarrão,Alimentos,Loja A,Curitiba,20.89,14,0.1,Enzo Lopes
2023-07-02,Papel Higiênico,Higiene,Loja C,São Paulo,34.08,8,0.07,Maria Julia Lima
2023-06-09,Macarrão,Alimentos,Loja A,São Paulo,43.84,4,0.1,Maria Fernanda Correia
2023-01-11,Queijo,Laticínios,Loja C,São Paulo,24.66,14,0.17,Dr. João Pedro Porto
2023-08-04,Café,Bebidas,Loja A,Belo Horizonte,30.64,11,0.11,Dr. Pedro Henrique Santos
2023-07-19,Refrigerante,Bebidas,Loja A,Belo Horizonte,7.7,7,0.1,Amanda Santos
2023-09-15,Refrigerante,Bebidas,Loja B,Curitiba,20.08,14,0.06,Evelyn da Paz
2023-11-22,Feijão,Alimentos,Loja B,Curitiba,15.46,10,0.3,Fernando Peixoto
2023-07-25,Sabonete,Higiene,Loja A,São Paulo,30.82,9,0.02,Raquel Monteiro
2023-09-29,Leite,Laticínios,Loja D,Rio de Janeiro,19.32,3,0.2,João Guilherme Pinto
2023-06-04,Queijo,Laticínios,Loja C,Belo Horizonte,34.18,11,0.06,Sr. Antônio Cardoso
2023-07-25,Café,Bebidas,Loja D,Rio de Janeiro,44.4,17,0.26,Sarah da Rocha
2023-10-23,Leite,Laticínios,Loja B,Belo Horizonte,15.59,18,0.24,Antônio Peixoto
2023-08-11,Macarrão,Alimentos,Loja A,Rio de Janeiro,20.12,5,0.07,Vinicius Caldeira
2023-12-17,Café,Bebidas,Loja D,Belo Horizonte,17.98,3,0.19,Vitória Barbosa
2023-07-31,Café,Bebidas,Loja C,Rio de Janeiro,15.05,20,0.07,Heitor Sales
2023-05-03,Feijão,Alimentos,Loja B,Rio de Janeiro,4.3,10,0.14,Srta. Bianca Aragão
2023-10-14,Papel Higiênico,Higiene,Loja D,São Paulo,12.49,9,0.04,Lavínia Nogueira
2023-05-13,Café,Bebidas,Loja B,São Paulo,48.3,16,0.23,Beatriz Melo
2023-01-29,Feijão,Alimentos,Loja C,Curitiba,43.76,14,0.27,Lívia Carvalho
2023-12-10,Feijão,Alimentos,Loja D,Rio de Janeiro,14.09,19,0.22,Danilo Novaes
2023-03-03,Queijo,Laticínios,Loja C,Belo Horizonte,44.57,8,0.18,Bruna Teixeira
2023-06-10,Refrigerante,Bebidas,Loja D,Rio de Janeiro,46.97,7,0.04,Isaac da Cruz
2023-03-31,Sabonete,Higiene,Loja C,Belo Horizonte,22.19,19,0.02,Alexandre Vieira
2023-10-01,Refrigerante,Bebidas,Loja A,Curitiba,28.65,16,0.2,Luiz Gustavo Rodrigues
2023-05-23,Detergente,Limpeza,Loja C,Belo Horizonte,36.64,10,0.01,Emanuella Pinto
2023-11-07,Arroz,Alimentos,Loja A,Rio de Janeiro,14.89,13,0.09,Bryan Vieira
2023-12-25,Refrigerante,Bebidas,Loja A,Rio de Janeiro,43.31,13,0.0,Srta. Larissa Duarte
2023-07-21,Café,Bebidas,Loja C,São Paulo,47.01,8,0.09,Ana Carolina Gonçalves
2023-03-24,Leite,Laticínios,Loja C,Belo Horizonte,40.1,9,0.26,João Lucas Nunes
2023-09-09,Leite,Laticínios,Loja D,Curitiba,36.72,4,0.25,Sra. Alana Dias
2023-12-24,Café,Bebidas,Loja A,Curitiba,22.78,18,0.22,Juliana da Mota
2023-08-21,Arroz,Alimentos,Loja A,Rio de Janeiro,32.62,5,0.0,Dr. Gustavo Fogaça
2023-04-13,Café,Bebidas,Loja C,São Paulo,8.21,8,0.15,Luigi Carvalho
2023-11-29,Detergente,Limpeza,Loja D,Curitiba,24.22,5,0.08,Isabel da Rocha
2023-12-18,Macarrão,Alimentos,Loja C,Curitiba,12.34,14,0.11,Dr. Diego Almeida
2023-07-21,Papel Higiênico,Higiene,Loja B,São Paulo,47.56,18,0.19,Alícia da Costa
2023-11-17,Sabonete,Higiene,Loja A,Belo Horizonte,12.32,6,0.01,Alice Rodrigues
2023-11-13,Papel Higiênico,Higiene,Loja C,Rio de Janeiro,7.19,12,0.05,Rebeca Rezende
2023-10-18,Feijão,Alimentos,Loja A,Belo Horizonte,39.35,15,0.25,Francisco Lopes
2023-09-11,Feijão,Alimentos,Loja B,Rio de Janeiro,11.96,9,0.09,Cauê Monteiro
2023-09-11,Papel Higiênico,Higiene,Loja B,Belo Horizonte,43.25,20,0.06,Miguel Mendes
2023-05-25,Sabonete,Higiene,Loja D,Rio de Janeiro,22.2,5,0.01,Maria Luiza Martins
2023-05-15,Sabonete,Higiene,Loja D,Rio de Janeiro,20.37,15,0.03,Enrico Moura
2023-08-29,Detergente,Limpeza,Loja C,Belo Horizonte,35.28,13,0.21,Gabriela Moura
2023-11-02,Café,Bebidas,Loja A,São Paulo,29.18,2,0.1,Calebe Nogueira
2023-05-01,Leite,Laticínios,Loja C,São Paulo,3.25,17,0.19,Nina Jesus
2023-06-04,Papel Higiênico,Higiene,Loja C,Rio de Janeiro,48.5,18,0.01,Juliana da Mota
2023-04-02,Café,Bebidas,Loja B,Belo Horizonte,46.73,15,0.04,Manuela Alves
2023-06-12,Queijo,Laticínios,Loja D,Rio de Janeiro,15.24,11,0.01,Danilo Pinto
2023-03-07,Leite,Laticínios,Loja C,Curitiba,46.53,10,0.27,Dra. Maria Pereira
2023-05-15,Macarrão,Alimentos,Loja C,Curitiba,23.48,6,0.09,Letícia Correia
2023-09-09,Detergente,Limpeza,Loja D,São Paulo,11.88,2,0.07,Lavínia Araújo
2023-01-19,Leite,Laticínios,Loja C,Rio de Janeiro,36.18,14,0.03,Lavínia Pinto
2023-09-11,Arroz,Alimentos,Loja D,Curitiba,49.47,18,0.15,Emanuelly Dias
2023-09-10,Feijão,Alimentos,Loja B,São Paulo,19.43,7,0.26,Ana Sophia Moura
2023-04-03,Detergente,Limpeza,Loja C,Rio de Janeiro,30.43,1,0.16,Sr. Heitor Gomes
2023-10-20,Detergente,Limpeza,Loja D,São Paulo,14.57,16,0.2,Sr. Diego Rezende
2023-06-18,Arroz,Alimentos,Loja C,São Paulo,21.53,19,0.28,Kamilly Moreira
2023-02-24,Refrigerante,Bebidas,Loja B,São Paulo,6.81,16,0.14,Gustavo Henrique Gonçalves
2023-05-18,Macarrão,Alimentos,Loja A,Curitiba,48.58,20,0.29,Sr. Augusto Lima
2023-06-16,Macarrão,Alimentos,Loja B,Rio de Janeiro,43.57,10,0.1,Pietra Ramos
2023-01-29,Feijão,Alimentos,Loja D,São Paulo,21.75,6,0.07,Sr. Thales da Rosa
2023-07-24,Feijão,Alimentos,Loja A,Rio de Janeiro,10.66,13,0.09,Luiz Felipe Cardoso
2023-12-01,Detergente,Limpeza,Loja A,Curitiba,26.07,14,0.22,Danilo Aragão
2023-06-08,Macarrão,Alimentos,Loja B,Curitiba,34.28,12,0.15,Maria Luiza Rocha
2023-09-08,Leite,Laticínios,Loja D,Belo Horizonte,15.62,20,0.13,Laura Melo
2023-08-05,Refrigerante,Bebidas,Loja B,Belo Horizonte,32.64,3,0.01,Sabrina Nunes
2023-06-24,Leite,Laticínios,Loja B,Rio de Janeiro,46.74,17,0.19,Vicente Oliveira
2023-09-26,Feijão,Alimentos,Loja C,Belo Horizonte,23.56,16,0.09,Benjamin Sales
2023-03-07,Café,Bebidas,Loja B,Belo Horizonte,16.89,2,0.17,Lucca Oliveira
2023-01-24,Queijo,Laticínios,Loja A,Belo Horizonte,22.41,15,0.2,Marcela Pires
2023-10-19,Café,Bebidas,Loja C,Curitiba,30.52,17,0.0,Sra. Joana da Mota
2023-12-05,Leite,Laticínios,Loja B,Rio de Janeiro,42.62,2,0.02,Dr. João Felipe Costela
2023-12-27,Café,Bebidas,Loja C,Belo Horizonte,38.6,15,0.19,Isabel das Neves
2023-05-16,Refrigerante,Bebidas,Loja B,Rio de Janeiro,11.7,20,0.08,Augusto Jesus
2023-12-11,Feijão,Alimentos,Loja D,São Paulo,3.27,4,0.0,Matheus Vieira
2023-12-02,Leite,Laticínios,Loja D,Belo Horizonte,43.83,20,0.22,Helena Teixeira
2023-06-05,Macarrão,Alimentos,Loja C,Belo Horizonte,40.82,3,0.04,Alana Campos
2023-01-08,Sabonete,Higiene,Loja A,São Paulo,35.71,7,0.26,Sra. Maria Luiza da Costa
2023-04-18,Leite,Laticínios,Loja B,Rio de Janeiro,23.48,18,0.06,Fernanda Mendes
2023-06-04,Leite,Laticínios,Loja B,Belo Horizonte,22.83,4,0.05,Noah Gomes
2023-03-20,Leite,Laticínios,Loja D,Belo Horizonte,3.92,15,0.18,Yuri Ramos
2023-04-14,Café,Bebidas,Loja D,São Paulo,18.69,4,0.19,Igor da Paz
2023-08-10,Papel Higiênico,Higiene,Loja D,Curitiba,4.74,13,0.15,Gustavo Correia
2023-10-30,Macarrão,Alimentos,Loja D,Rio de Janeiro,36.57,17,0.01,Maria Clara Carvalho
2023-10-23,Refrigerante,Bebidas,Loja A,Curitiba,44.97,14,0.27,André Jesus
2023-03-01,Leite,Laticínios,Loja C,Belo Horizonte,35.78,1,0.05,Ana Júlia Porto
2023-04-09,Leite,Laticínios,Loja C,Belo Horizonte,13.91,8,0.18,Lavínia Monteiro
2023-12-17,Refrigerante,Bebidas,Loja D,Rio de Janeiro,44.51,13,0.29,Alice Novaes
2023-12-11,Refrigerante,Bebidas,Loja D,Rio de Janeiro,32.23,10,0.21,Sarah Caldeira
2023-02-14,Leite,Laticínios,Loja B,Rio de Janeiro,12.38,20,0.15,Antônio Nunes
2023-08-01,Leite,Laticínios,Loja C,Rio de Janeiro,12.84,2,0.3,Clarice Gomes
2023-07-03,Café,Bebidas,Loja C,Rio de Janeiro,11.21,17,0.01,Yago Nascimento
2023-02-02,Refrigerante,Bebidas,Loja D,São Paulo,32.03,4,0.17,Amanda da Luz
2023-09-07,Café,Bebidas,Loja C,Curitiba,39.16,18,0.08,Isabella Silva
2023-03-19,Queijo,Laticínios,Loja A,São Paulo,46.55,15,0.24,Joaquim Barros
2023-02-26,Feijão,Alimentos,Loja A,São Paulo,26.84,6,0.19,Pietra Nunes
